"Step","cql_random_seed_40_20250507212532 - environment","cql_random_seed_40_20250507212532 - environment__MIN","cql_random_seed_40_20250507212532 - environment__MAX","iql_random_seed_40_20250507212532 - environment","iql_random_seed_40_20250507212532 - environment__MIN","iql_random_seed_40_20250507212532 - environment__MAX","bc_random_seed_40_20250507212528 - environment","bc_random_seed_40_20250507212528 - environment__MIN","bc_random_seed_40_20250507212528 - environment__MAX","iql_optimal_seed_40_20250507212523 - environment","iql_optimal_seed_40_20250507212523 - environment__MIN","iql_optimal_seed_40_20250507212523 - environment__MAX","cql_optimal_seed_40_20250507212524 - environment","cql_optimal_seed_40_20250507212524 - environment__MIN","cql_optimal_seed_40_20250507212524 - environment__MAX","bc_optimal_seed_40_20250507212522 - environment","bc_optimal_seed_40_20250507212522 - environment__MIN","bc_optimal_seed_40_20250507212522 - environment__MAX","cql_bau_seed_40_20250507212520 - environment","cql_bau_seed_40_20250507212520 - environment__MIN","cql_bau_seed_40_20250507212520 - environment__MAX","iql_bau_seed_40_20250507212517 - environment","iql_bau_seed_40_20250507212517 - environment__MIN","iql_bau_seed_40_20250507212517 - environment__MAX","bc_bau_seed_40_20250507212515 - environment","bc_bau_seed_40_20250507212515 - environment__MIN","bc_bau_seed_40_20250507212515 - environment__MAX","cql_random_seed_20_20250507210303 - environment","cql_random_seed_20_20250507210303 - environment__MIN","cql_random_seed_20_20250507210303 - environment__MAX","iql_random_seed_20_20250507210302 - environment","iql_random_seed_20_20250507210302 - environment__MIN","iql_random_seed_20_20250507210302 - environment__MAX","cql_optimal_seed_20_20250507210258 - environment","cql_optimal_seed_20_20250507210258 - environment__MIN","cql_optimal_seed_20_20250507210258 - environment__MAX","iql_optimal_seed_20_20250507210255 - environment","iql_optimal_seed_20_20250507210255 - environment__MIN","iql_optimal_seed_20_20250507210255 - environment__MAX","cql_bau_seed_20_20250507210254 - environment","cql_bau_seed_20_20250507210254 - environment__MIN","cql_bau_seed_20_20250507210254 - environment__MAX","iql_bau_seed_20_20250507210252 - environment","iql_bau_seed_20_20250507210252 - environment__MIN","iql_bau_seed_20_20250507210252 - environment__MAX","bc_random_seed_20_20250507210050 - environment","bc_random_seed_20_20250507210050 - environment__MIN","bc_random_seed_20_20250507210050 - environment__MAX","bc_optimal_seed_20_20250507210048 - environment","bc_optimal_seed_20_20250507210048 - environment__MIN","bc_optimal_seed_20_20250507210048 - environment__MAX","bc_bau_seed_20_20250507210045 - environment","bc_bau_seed_20_20250507210045 - environment__MIN","bc_bau_seed_20_20250507210045 - environment__MAX","cql_random_seed_10_20250507151820 - environment","cql_random_seed_10_20250507151820 - environment__MIN","cql_random_seed_10_20250507151820 - environment__MAX","iql_random_seed_10_20250507151819 - environment","iql_random_seed_10_20250507151819 - environment__MIN","iql_random_seed_10_20250507151819 - environment__MAX","bc_random_seed_10_20250507151816 - environment","bc_random_seed_10_20250507151816 - environment__MIN","bc_random_seed_10_20250507151816 - environment__MAX","iql_optimal_seed_10_20250507151811 - environment","iql_optimal_seed_10_20250507151811 - environment__MIN","iql_optimal_seed_10_20250507151811 - environment__MAX","cql_optimal_seed_10_20250507151812 - environment","cql_optimal_seed_10_20250507151812 - environment__MIN","cql_optimal_seed_10_20250507151812 - environment__MAX","bc_optimal_seed_10_20250507151810 - environment","bc_optimal_seed_10_20250507151810 - environment__MIN","bc_optimal_seed_10_20250507151810 - environment__MAX","cql_bau_seed_10_20250507151807 - environment","cql_bau_seed_10_20250507151807 - environment__MIN","cql_bau_seed_10_20250507151807 - environment__MAX","iql_bau_seed_10_20250507151805 - environment","iql_bau_seed_10_20250507151805 - environment__MIN","iql_bau_seed_10_20250507151805 - environment__MAX","bc_bau_seed_10_20250507151802 - environment","bc_bau_seed_10_20250507151802 - environment__MIN","bc_bau_seed_10_20250507151802 - environment__MAX","bc_random_seed_0_20250507145647 - environment","bc_random_seed_0_20250507145647 - environment__MIN","bc_random_seed_0_20250507145647 - environment__MAX","bc_optimal_seed_0_20250507145643 - environment","bc_optimal_seed_0_20250507145643 - environment__MIN","bc_optimal_seed_0_20250507145643 - environment__MAX","bc_bau_seed_0_20250507145640 - environment","bc_bau_seed_0_20250507145640 - environment__MIN","bc_bau_seed_0_20250507145640 - environment__MAX","cql_random_seed_0_20250507145333 - environment","cql_random_seed_0_20250507145333 - environment__MIN","cql_random_seed_0_20250507145333 - environment__MAX","cql_optimal_seed_0_20250507145331 - environment","cql_optimal_seed_0_20250507145331 - environment__MIN","cql_optimal_seed_0_20250507145331 - environment__MAX","cql_bau_seed_0_20250507145327 - environment","cql_bau_seed_0_20250507145327 - environment__MIN","cql_bau_seed_0_20250507145327 - environment__MAX","iql_random_seed_0_20250507145017 - environment","iql_random_seed_0_20250507145017 - environment__MIN","iql_random_seed_0_20250507145017 - environment__MAX","iql_optimal_seed_0_20250507145013 - environment","iql_optimal_seed_0_20250507145013 - environment__MIN","iql_optimal_seed_0_20250507145013 - environment__MAX","iql_bau_seed_0_20250507145011 - environment","iql_bau_seed_0_20250507145011 - environment__MIN","iql_bau_seed_0_20250507145011 - environment__MAX"
"327000","-279475.5104539114","-279475.5104539114","-279475.5104539114","-370777.36743693997","-370777.36743693997","-370777.36743693997","-239635.81068050468","-239635.81068050468","-239635.81068050468","-188317.8773452106","-188317.8773452106","-188317.8773452106","-258313.29652274773","-258313.29652274773","-258313.29652274773","-118581.02865173505","-118581.02865173505","-118581.02865173505","-161206.3282422843","-161206.3282422843","-161206.3282422843","-54066.816176094326","-54066.816176094326","-54066.816176094326","-52223.263003031054","-52223.263003031054","-52223.263003031054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"328000","-278154.42230754654","-278154.42230754654","-278154.42230754654","-366759.66001127247","-366759.66001127247","-366759.66001127247","-219925.68374820208","-219925.68374820208","-219925.68374820208","-171283.21428706456","-171283.21428706456","-171283.21428706456","-266653.66174616246","-266653.66174616246","-266653.66174616246","-128898.1103346745","-128898.1103346745","-128898.1103346745","-164423.50334060667","-164423.50334060667","-164423.50334060667","-55154.49684125702","-55154.49684125702","-55154.49684125702","-54570.53959126266","-54570.53959126266","-54570.53959126266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"329000","-293565.0816446444","-293565.0816446444","-293565.0816446444","-377612.8815584826","-377612.8815584826","-377612.8815584826","-221305.81916841946","-221305.81916841946","-221305.81916841946","-165582.6408748178","-165582.6408748178","-165582.6408748178","-256910.3426802176","-256910.3426802176","-256910.3426802176","-136006.29424382496","-136006.29424382496","-136006.29424382496","-181053.3345775567","-181053.3345775567","-181053.3345775567","-53877.81199488016","-53877.81199488016","-53877.81199488016","-55380.118014316744","-55380.118014316744","-55380.118014316744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330000","-247656.2730192182","-247656.2730192182","-247656.2730192182","-360900.7345712886","-360900.7345712886","-360900.7345712886","-219114.29158614256","-219114.29158614256","-219114.29158614256","-171030.77793864338","-171030.77793864338","-171030.77793864338","-261147.9755099349","-261147.9755099349","-261147.9755099349","-120858.596001244","-120858.596001244","-120858.596001244","-157971.53100821085","-157971.53100821085","-157971.53100821085","-51028.79050534762","-51028.79050534762","-51028.79050534762","-47903.91620635541","-47903.91620635541","-47903.91620635541","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331000","-268689.5800808475","-268689.5800808475","-268689.5800808475","-362033.2746367938","-362033.2746367938","-362033.2746367938","-220796.8000827231","-220796.8000827231","-220796.8000827231","-160829.80227359745","-160829.80227359745","-160829.80227359745","-244701.28691960505","-244701.28691960505","-244701.28691960505","-125545.79316807726","-125545.79316807726","-125545.79316807726","-168216.8792924422","-168216.8792924422","-168216.8792924422","-54877.19109501832","-54877.19109501832","-54877.19109501832","-62546.43561101286","-62546.43561101286","-62546.43561101286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332000","-282585.5007113331","-282585.5007113331","-282585.5007113331","-353202.98118554096","-353202.98118554096","-353202.98118554096","-224602.83107540954","-224602.83107540954","-224602.83107540954","-162579.587526423","-162579.587526423","-162579.587526423","-262909.57148442627","-262909.57148442627","-262909.57148442627","-131256.80031323194","-131256.80031323194","-131256.80031323194","-171982.06996392758","-171982.06996392758","-171982.06996392758","-53627.49632485678","-53627.49632485678","-53627.49632485678","-44405.63369812842","-44405.63369812842","-44405.63369812842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"333000","-285506.13343916676","-285506.13343916676","-285506.13343916676","-362007.93563075556","-362007.93563075556","-362007.93563075556","-223625.72612431538","-223625.72612431538","-223625.72612431538","-151215.1528857378","-151215.1528857378","-151215.1528857378","-250482.2239409554","-250482.2239409554","-250482.2239409554","-126695.44482487466","-126695.44482487466","-126695.44482487466","-168029.5302909052","-168029.5302909052","-168029.5302909052","-56340.150729027","-56340.150729027","-56340.150729027","-51579.99639496303","-51579.99639496303","-51579.99639496303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"334000","-271645.9515904319","-271645.9515904319","-271645.9515904319","-381792.1513976962","-381792.1513976962","-381792.1513976962","-222771.07310914257","-222771.07310914257","-222771.07310914257","-165005.90749806297","-165005.90749806297","-165005.90749806297","-250255.09546967683","-250255.09546967683","-250255.09546967683","-116831.19785826205","-116831.19785826205","-116831.19785826205","-166930.48413397328","-166930.48413397328","-166930.48413397328","-54699.43339862834","-54699.43339862834","-54699.43339862834","-49399.36542456734","-49399.36542456734","-49399.36542456734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335000","-271296.6173997455","-271296.6173997455","-271296.6173997455","-359871.97191242676","-359871.97191242676","-359871.97191242676","-233957.84726505532","-233957.84726505532","-233957.84726505532","-172519.71009885","-172519.71009885","-172519.71009885","-247337.3118492006","-247337.3118492006","-247337.3118492006","-122191.17341952625","-122191.17341952625","-122191.17341952625","-159569.71187845804","-159569.71187845804","-159569.71187845804","-54221.25096962302","-54221.25096962302","-54221.25096962302","-53653.94389533891","-53653.94389533891","-53653.94389533891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"336000","-258004.01810823765","-258004.01810823765","-258004.01810823765","-350141.55526733253","-350141.55526733253","-350141.55526733253","-221796.63531438832","-221796.63531438832","-221796.63531438832","-159293.19636581934","-159293.19636581934","-159293.19636581934","-243830.20324295104","-243830.20324295104","-243830.20324295104","-126013.37277718098","-126013.37277718098","-126013.37277718098","-156249.30103826598","-156249.30103826598","-156249.30103826598","-50104.735024693386","-50104.735024693386","-50104.735024693386","-56348.86881257323","-56348.86881257323","-56348.86881257323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"337000","-290734.97505200206","-290734.97505200206","-290734.97505200206","-364652.3931935144","-364652.3931935144","-364652.3931935144","-238679.9546183007","-238679.9546183007","-238679.9546183007","-157624.79675062833","-157624.79675062833","-157624.79675062833","-229858.40506758762","-229858.40506758762","-229858.40506758762","-128885.81729612796","-128885.81729612796","-128885.81729612796","-174086.5155384311","-174086.5155384311","-174086.5155384311","-53808.270859497","-53808.270859497","-53808.270859497","-55938.42663696699","-55938.42663696699","-55938.42663696699","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338000","-268944.6429770142","-268944.6429770142","-268944.6429770142","-365874.5607073055","-365874.5607073055","-365874.5607073055","-237383.94865594243","-237383.94865594243","-237383.94865594243","-176929.51153696032","-176929.51153696032","-176929.51153696032","-247481.00155022775","-247481.00155022775","-247481.00155022775","-134859.61688142762","-134859.61688142762","-134859.61688142762","-186716.88329225164","-186716.88329225164","-186716.88329225164","-52929.0145824559","-52929.0145824559","-52929.0145824559","-50495.7054785328","-50495.7054785328","-50495.7054785328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"339000","-252538.25369025712","-252538.25369025712","-252538.25369025712","-334148.65302969434","-334148.65302969434","-334148.65302969434","-224483.65966571795","-224483.65966571795","-224483.65966571795","-160233.85086174632","-160233.85086174632","-160233.85086174632","-250316.09048705295","-250316.09048705295","-250316.09048705295","-122057.98777733084","-122057.98777733084","-122057.98777733084","-153430.43639046757","-153430.43639046757","-153430.43639046757","-48916.25424985294","-48916.25424985294","-48916.25424985294","-51445.10519510568","-51445.10519510568","-51445.10519510568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340000","-269399.2608370308","-269399.2608370308","-269399.2608370308","-342649.5787548475","-342649.5787548475","-342649.5787548475","-209998.50358724146","-209998.50358724146","-209998.50358724146","-164648.23674039703","-164648.23674039703","-164648.23674039703","-239059.67974289108","-239059.67974289108","-239059.67974289108","-130343.10932560495","-130343.10932560495","-130343.10932560495","-165829.73561469658","-165829.73561469658","-165829.73561469658","-54791.48702246673","-54791.48702246673","-54791.48702246673","-51108.6088712835","-51108.6088712835","-51108.6088712835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341000","-282165.2843897929","-282165.2843897929","-282165.2843897929","-356786.1702076324","-356786.1702076324","-356786.1702076324","-213849.67705156843","-213849.67705156843","-213849.67705156843","-177947.71389187497","-177947.71389187497","-177947.71389187497","-259745.78874133344","-259745.78874133344","-259745.78874133344","-110427.73868247929","-110427.73868247929","-110427.73868247929","-186160.16106507968","-186160.16106507968","-186160.16106507968","-57059.27124844191","-57059.27124844191","-57059.27124844191","-52564.594832589064","-52564.594832589064","-52564.594832589064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342000","-288099.91453260684","-288099.91453260684","-288099.91453260684","-357732.06323229044","-357732.06323229044","-357732.06323229044","-221453.4812042298","-221453.4812042298","-221453.4812042298","-164740.49802306702","-164740.49802306702","-164740.49802306702","-250827.24319040673","-250827.24319040673","-250827.24319040673","-117806.3060199197","-117806.3060199197","-117806.3060199197","-168263.82494355796","-168263.82494355796","-168263.82494355796","-51988.22372873712","-51988.22372873712","-51988.22372873712","-53002.64316912498","-53002.64316912498","-53002.64316912498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"343000","-261388.65240679815","-261388.65240679815","-261388.65240679815","-348015.8313266337","-348015.8313266337","-348015.8313266337","-222615.21898491966","-222615.21898491966","-222615.21898491966","-158102.69891714092","-158102.69891714092","-158102.69891714092","-236583.3297294812","-236583.3297294812","-236583.3297294812","-126537.14886242797","-126537.14886242797","-126537.14886242797","-156845.14935382607","-156845.14935382607","-156845.14935382607","-50993.70311141793","-50993.70311141793","-50993.70311141793","-51999.2130310629","-51999.2130310629","-51999.2130310629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"344000","-260862.61805525763","-260862.61805525763","-260862.61805525763","-355445.85005286423","-355445.85005286423","-355445.85005286423","-232721.0596918367","-232721.0596918367","-232721.0596918367","-163480.5415359526","-163480.5415359526","-163480.5415359526","-249692.61686811352","-249692.61686811352","-249692.61686811352","-127818.43907779433","-127818.43907779433","-127818.43907779433","-178928.27470013624","-178928.27470013624","-178928.27470013624","-50469.99911283492","-50469.99911283492","-50469.99911283492","-54370.14246690711","-54370.14246690711","-54370.14246690711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"345000","-272369.25562966726","-272369.25562966726","-272369.25562966726","-350403.05475831096","-350403.05475831096","-350403.05475831096","-214126.1672009416","-214126.1672009416","-214126.1672009416","-156565.7881056104","-156565.7881056104","-156565.7881056104","-251889.71961732375","-251889.71961732375","-251889.71961732375","-131442.83888161898","-131442.83888161898","-131442.83888161898","-161574.31061950626","-161574.31061950626","-161574.31061950626","-50255.41843156605","-50255.41843156605","-50255.41843156605","-49651.04426205068","-49651.04426205068","-49651.04426205068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"346000","-245896.67914580452","-245896.67914580452","-245896.67914580452","-346980.300573646","-346980.300573646","-346980.300573646","-212618.69875995952","-212618.69875995952","-212618.69875995952","-159093.47067159912","-159093.47067159912","-159093.47067159912","-235885.60357186143","-235885.60357186143","-235885.60357186143","-136946.27385613648","-136946.27385613648","-136946.27385613648","-170264.35911364766","-170264.35911364766","-170264.35911364766","-49907.8308263623","-49907.8308263623","-49907.8308263623","-59123.66192576047","-59123.66192576047","-59123.66192576047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"347000","-275572.9924233017","-275572.9924233017","-275572.9924233017","-369259.44015180046","-369259.44015180046","-369259.44015180046","-226619.03325669002","-226619.03325669002","-226619.03325669002","-152788.63530226925","-152788.63530226925","-152788.63530226925","-256916.53973464668","-256916.53973464668","-256916.53973464668","-136608.29401154706","-136608.29401154706","-136608.29401154706","-168808.1188697854","-168808.1188697854","-168808.1188697854","-55283.10367910897","-55283.10367910897","-55283.10367910897","-41917.85741028553","-41917.85741028553","-41917.85741028553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
